id,manufacturing_site,first_line_designation
85313,Mylan (formerly Matrix) Nashik,False
85314,"Aurobindo Unit III, India",True
85315,Mylan (formerly Matrix) Nashik,True
85316,Hetero Unit III Hyderabad IN,True
85317,"Strides, Bangalore, India.",True
85318,Hetero Unit III Hyderabad IN,True
85319,Hetero Unit III Hyderabad IN,True
85320,"Aurobindo Unit III, India",True
85321,"Cipla, Goa, India",True
85323,Mylan (formerly Matrix) Nashik,False
85324,"Aurobindo Unit III, India",False
85325,"Aurobindo Unit III, India",False
85326,Hetero Unit III Hyderabad IN,False
85328,Hetero Unit III Hyderabad IN,True
85330,Hetero Unit III Hyderabad IN,False
85331,Mylan (formerly Matrix) Nashik,False
85332,Mylan (formerly Matrix) Nashik,False
85333,Mylan (formerly Matrix) Nashik,True
85334,"Aurobindo Unit III, India",False
85335,"Strides, Bangalore, India.",False
85336,"Aurobindo Unit III, India",False
85337,Mylan (formerly Matrix) Nashik,False
85338,"Aurobindo Unit III, India",False
85340,"Strides, Bangalore, India.",False
85341,Hetero Unit III Hyderabad IN,False
85342,"Aurobindo Unit III, India",False
85343,Mylan (formerly Matrix) Nashik,False
85345,Hetero Unit III Hyderabad IN,True
85346,Hetero Unit III Hyderabad IN,False
85347,"Strides, Bangalore, India.",False
85348,"Aurobindo Unit III, India",False
85349,Mylan (formerly Matrix) Nashik,True
85350,"Aurobindo Unit III, India",True
85351,Mylan (formerly Matrix) Nashik,True
85352,Hetero Unit III Hyderabad IN,False
85353,Hetero Unit III Hyderabad IN,False
85354,"Strides, Bangalore, India.",False
85355,Hetero Unit III Hyderabad IN,False
85356,Hetero Unit III Hyderabad IN,False
85357,"Aurobindo Unit VII, IN",True
85358,"Aurobindo Unit III, India",False
85359,Mylan (formerly Matrix) Nashik,True
85360,"Cipla, Goa, India",True
85361,"Aurobindo Unit III, India",True
85362,"Aurobindo Unit III, India",True
85363,Hetero Unit III Hyderabad IN,True
85365,Mylan (formerly Matrix) Nashik,True
85367,Hetero Unit III Hyderabad IN,False
85368,Hetero Unit III Hyderabad IN,False
85369,"Aurobindo Unit VII, IN",False
85370,"Hetero, Jadcherla, unit 5, IN",False
85371,"Cipla, Goa, India",True
85373,"Cipla, Goa, India",True
85376,Hetero Unit III Hyderabad IN,False
85377,"Cipla, Goa, India",False
85378,Mylan (formerly Matrix) Nashik,True
85381,Mylan (formerly Matrix) Nashik,True
85382,"Aurobindo Unit III, India",False
85383,Hetero Unit III Hyderabad IN,False
85384,"Cipla, Goa, India",True
85385,"Cipla, Goa, India",False
85386,Mylan (formerly Matrix) Nashik,False
85387,Hetero Unit III Hyderabad IN,False
85388,"Aurobindo Unit III, India",True
85389,"Aurobindo Unit III, India",False
85390,"Aurobindo Unit III, India",False
85391,Mylan (formerly Matrix) Nashik,False
85392,Mylan (formerly Matrix) Nashik,False
85393,Mylan (formerly Matrix) Nashik,True
85394,Hetero Unit III Hyderabad IN,True
85396,"Strides, Bangalore, India.",False
85397,"Aurobindo Unit III, India",True
85398,"Aurobindo Unit III, India",True
85399,"Strides, Bangalore, India.",False
85400,Mylan (formerly Matrix) Nashik,True
85401,"Cipla, Goa, India",False
85402,"Aurobindo Unit III, India",False
85407,"Aurobindo Unit III, India",False
85408,"Cipla, Goa, India",False
85409,"Micro labs, Verna, Goa, India",True
85410,"Cipla, Goa, India",True
85412,"Aurobindo Unit III, India",False
85413,Mylan (formerly Matrix) Nashik,True
85414,Hetero Unit III Hyderabad IN,True
85415,"Aurobindo Unit III, India",True
85419,"Strides, Bangalore, India.",False
85420,Mylan (formerly Matrix) Nashik,True
85421,"Strides, Bangalore, India.",True
85422,"Aurobindo Unit III, India",True
85423,"Aurobindo Unit III, India",True
85426,"Aurobindo Unit III, India",True
85427,Hetero Unit III Hyderabad IN,False
85428,"Cipla, Goa, India",False
85429,"Cipla, Kurkumbh, India",True
85430,"Strides, Bangalore, India.",False
85431,"Cipla, Goa, India",False
85432,"Strides, Bangalore, India.",False
85433,Mylan (formerly Matrix) Nashik,False
85436,Hetero Unit III Hyderabad IN,True
85437,"Aurobindo Unit VII, IN",False
85438,"Strides, Bangalore, India.",True
85440,"Cipla, Kurkumbh, India",False
85444,"Strides, Bangalore, India.",True
85445,Mylan (formerly Matrix) Nashik,True
85446,"Strides, Bangalore, India.",False
85447,Mylan (formerly Matrix) Nashik,False
85448,Hetero Unit III Hyderabad IN,False
85449,Mylan (formerly Matrix) Nashik,False
85451,Hetero Unit III Hyderabad IN,False
85452,Hetero Unit III Hyderabad IN,True
85453,"Aurobindo Unit III, India",True
85454,Hetero Unit III Hyderabad IN,True
85455,Mylan (formerly Matrix) Nashik,False
85456,"Aurobindo Unit III, India",False
85457,"Hetero, Jadcherla, unit 5, IN",True
85458,Mylan (formerly Matrix) Nashik,True
85459,"Aurobindo Unit III, India",False
85460,Hetero Unit III Hyderabad IN,False
85461,"Aurobindo Unit III, India",True
85462,Hetero Unit III Hyderabad IN,False
85463,Hetero Unit III Hyderabad IN,True
85464,"Aurobindo Unit III, India",False
85465,"Strides, Bangalore, India.",True
85466,"Cipla, Patalganga, India",False
85467,"Aurobindo Unit III, India",False
85468,Hetero Unit III Hyderabad IN,True
85472,"Cipla, Goa, India",True
85473,"Micro labs, Verna, Goa, India",False
85474,Hetero Unit III Hyderabad IN,True
85475,ABBVIE Ludwigshafen Germany,True
85476,"Strides, Bangalore, India.",False
85477,Mylan (formerly Matrix) Nashik,True
85478,"Strides, Bangalore, India.",True
85480,Hetero Unit III Hyderabad IN,True
85481,"Aurobindo Unit III, India",False
85483,Hetero Unit III Hyderabad IN,True
85488,"Strides, Bangalore, India.",False
85490,"Cipla, Goa, India",True
85491,"Cipla, Goa, India",True
85492,"Aurobindo Unit III, India",True
85493,"Strides, Bangalore, India.",False
85494,"Aurobindo Unit VII, IN",False
85496,"Cipla, Patalganga, India",True
85497,Hetero Unit III Hyderabad IN,False
85499,Mylan (formerly Matrix) Nashik,True
85500,"Aurobindo Unit III, India",True
85501,Mylan (formerly Matrix) Nashik,False
85502,Hetero Unit III Hyderabad IN,False
85503,Mylan (formerly Matrix) Nashik,True
85504,"Aurobindo Unit III, India",True
85505,Hetero Unit III Hyderabad IN,True
85506,Hetero Unit III Hyderabad IN,True
85507,"Aurobindo Unit VII, IN",False
85508,"Cipla, Kurkumbh, India",False
85509,Mylan (formerly Matrix) Nashik,False
85637,"Aurobindo Unit III, India",True
85510,"Aurobindo Unit III, India",True
85511,Mylan (formerly Matrix) Nashik,False
85518,"Aurobindo Unit III, India",True
85519,"Cipla, Goa, India",True
85520,Mylan (formerly Matrix) Nashik,True
85521,Hetero Unit III Hyderabad IN,False
85523,Mylan (formerly Matrix) Nashik,False
85527,Mylan (formerly Matrix) Nashik,True
85528,"Strides, Bangalore, India.",False
85529,"Cipla, Goa, India",True
85530,"Cipla, Patalganga, India",True
85531,"Cipla, Goa, India",True
85534,"Cipla, Goa, India",True
85536,"Strides, Bangalore, India.",True
85539,Cipla Ltd A-42 MIDC Mahar. IN,False
85541,Mylan (formerly Matrix) Nashik,True
85542,Mylan (formerly Matrix) Nashik,False
85547,Mylan (formerly Matrix) Nashik,False
85551,Hetero Unit III Hyderabad IN,False
85554,Hetero Unit III Hyderabad IN,False
85555,"Cipla, Patalganga, India",True
85556,"Micro labs, Verna, Goa, India",True
85557,Mylan (formerly Matrix) Nashik,False
85558,Hetero Unit III Hyderabad IN,False
85559,Mylan (formerly Matrix) Nashik,True
85560,"Strides, Bangalore, India.",False
85561,"Cipla, Goa, India",True
85562,"Cipla, Goa, India",True
85564,"Strides, Bangalore, India.",True
85565,Mylan (formerly Matrix) Nashik,True
85566,"Cipla, Goa, India",False
85567,"Cipla, Kurkumbh, India",False
85569,Mylan (formerly Matrix) Nashik,True
85570,Mylan (formerly Matrix) Nashik,False
85572,Ranbaxy per Shasun Pharma,False
86138,Hetero Unit III Hyderabad IN,True
85573,ABBVIE Ludwigshafen Germany,True
85574,"Strides, Bangalore, India.",True
85575,"Cipla, Goa, India",False
85577,Mylan (formerly Matrix) Nashik,True
85578,"Strides, Bangalore, India.",True
85579,ABBVIE Ludwigshafen Germany,True
85580,"Aurobindo Unit III, India",True
85584,"Cipla, Goa, India",False
85585,Ranbaxy per Shasun Pharma,False
85586,Mylan (formerly Matrix) Nashik,False
85587,Hetero Unit III Hyderabad IN,False
85589,Hetero Unit III Hyderabad IN,True
85590,Hetero Unit III Hyderabad IN,True
85591,"Mylan,  H-12 & H-13, India",False
85592,"Strides, Bangalore, India.",True
85593,Hetero Unit III Hyderabad IN,False
85594,"Strides, Bangalore, India.",False
85638,"Aurobindo Unit III, India",False
85595,"Strides, Bangalore, India.",False
85596,"Cipla, Goa, India",True
85599,Mylan (formerly Matrix) Nashik,True
85600,"Cipla, Goa, India",False
85601,"Strides, Bangalore, India.",False
85602,"Hetero, Jadcherla, unit 5, IN",False
85603,"Cipla, Patalganga, India",True
85626,"Aurobindo Unit III, India",False
85627,Roche Basel,True
85628,Mylan (formerly Matrix) Nashik,False
85629,"Aurobindo Unit III, India",True
85630,Mylan (formerly Matrix) Nashik,False
85631,"Aurobindo Unit III, India",True
85632,"Aurobindo Unit III, India",True
85633,Mylan (formerly Matrix) Nashik,False
85634,"Aurobindo Unit III, India",False
85635,"Aurobindo Unit III, India",False
85636,"Aurobindo Unit III, India",False
85639,"Aurobindo Unit III, India",False
85640,"Aurobindo Unit III, India",False
85641,"Aurobindo Unit III, India",True
85642,"Cipla, Goa, India",True
85643,Mylan (formerly Matrix) Nashik,True
85644,"Strides, Bangalore, India.",True
85645,"Aurobindo Unit III, India",False
85646,"Aurobindo Unit III, India",True
85647,"Aurobindo Unit III, India",False
85648,"Aurobindo Unit III, India",True
85649,Mylan (formerly Matrix) Nashik,True
85650,Mylan (formerly Matrix) Nashik,False
85651,"Aurobindo Unit III, India",True
85652,"Aurobindo Unit III, India",True
85653,"Cipla, Goa, India",False
85670,"Aurobindo Unit III, India",True
85654,Mylan (formerly Matrix) Nashik,False
85655,"Aurobindo Unit III, India",True
85656,"Aurobindo Unit III, India",False
85657,Mylan (formerly Matrix) Nashik,False
85658,"MSD, Haarlem, NL",True
85659,"Cipla, Goa, India",False
85660,"Aurobindo Unit III, India",False
85661,Mylan (formerly Matrix) Nashik,True
85662,"Aurobindo Unit III, India",True
85663,"Aurobindo Unit III, India",True
85664,"Aurobindo Unit III, India",True
85665,"Aurobindo Unit III, India",True
85666,"Aurobindo Unit III, India",True
85667,Mylan (formerly Matrix) Nashik,True
85668,Hetero Unit III Hyderabad IN,True
85669,Mylan (formerly Matrix) Nashik,True
85671,Hetero Unit III Hyderabad IN,True
85672,"Aurobindo Unit III, India",False
85673,"Strides, Bangalore, India.",False
85674,"Aurobindo Unit III, India",False
85675,"Aurobindo Unit III, India",False
85749,Mylan (formerly Matrix) Nashik,False
85676,Mylan (formerly Matrix) Nashik,True
85677,"Aurobindo Unit III, India",True
85678,"Aurobindo Unit III, India",False
85679,"Aurobindo Unit III, India",True
85680,"Cipla, Goa, India",True
85681,"Strides, Bangalore, India.",True
85682,"Strides, Bangalore, India.",True
85683,Mylan (formerly Matrix) Nashik,True
85684,"Aurobindo Unit III, India",True
85685,"Aurobindo Unit III, India",True
85686,"Aurobindo Unit III, India",True
85703,Hetero Unit III Hyderabad IN,True
85687,"Strides, Bangalore, India.",False
85688,Mylan (formerly Matrix) Nashik,True
85689,Mylan (formerly Matrix) Nashik,True
85690,Mylan (formerly Matrix) Nashik,True
85691,Mylan (formerly Matrix) Nashik,True
85692,Mylan (formerly Matrix) Nashik,True
85693,"Aurobindo Unit III, India",False
85694,"Aurobindo Unit III, India",True
85695,"Cipla, Goa, India",False
85696,"Aurobindo Unit III, India",True
85697,"Aurobindo Unit III, India",True
85698,"Aurobindo Unit III, India",True
85699,"Aurobindo Unit III, India",True
85700,Mylan (formerly Matrix) Nashik,False
85702,Hetero Unit III Hyderabad IN,False
85704,Hetero Unit III Hyderabad IN,False
85705,"Aurobindo Unit III, India",True
85706,"Aurobindo Unit III, India",False
85707,Mylan (formerly Matrix) Nashik,True
85708,Mylan (formerly Matrix) Nashik,True
85709,"Aurobindo Unit III, India",False
85710,"Strides, Bangalore, India.",False
85711,Mylan (formerly Matrix) Nashik,False
85712,"Aurobindo Unit III, India",True
85713,"Cipla, Goa, India",False
85714,"Aurobindo Unit III, India",True
85715,"Aurobindo Unit III, India",False
85716,Mylan (formerly Matrix) Nashik,False
85717,"Aurobindo Unit III, India",False
85718,Mylan (formerly Matrix) Nashik,False
85719,"Cipla, Goa, India",False
85720,"Aurobindo Unit III, India",True
85721,Mylan (formerly Matrix) Nashik,True
85722,"Aurobindo Unit III, India",False
85723,"Aurobindo Unit III, India",False
85724,"Aurobindo Unit III, India",False
85725,"Aurobindo Unit III, India",False
85726,"Aurobindo Unit III, India",False
85727,Mylan (formerly Matrix) Nashik,False
85728,Hetero Unit III Hyderabad IN,False
85729,Mylan (formerly Matrix) Nashik,False
85730,"Aurobindo Unit III, India",False
86254,Mylan (formerly Matrix) Nashik,True
85731,Mylan (formerly Matrix) Nashik,False
85732,Mylan (formerly Matrix) Nashik,False
85733,Mylan (formerly Matrix) Nashik,True
85734,Mylan (formerly Matrix) Nashik,False
85735,"Aurobindo Unit III, India",True
85736,"Aurobindo Unit III, India",False
85737,"Aurobindo Unit III, India",True
85738,Mylan (formerly Matrix) Nashik,True
85739,Mylan (formerly Matrix) Nashik,False
85740,Mylan (formerly Matrix) Nashik,False
85741,"Aurobindo Unit III, India",False
85742,Mylan (formerly Matrix) Nashik,False
85743,"Cipla, Goa, India",False
85744,Mylan (formerly Matrix) Nashik,False
85745,Mylan (formerly Matrix) Nashik,False
85746,ABBVIE Ludwigshafen Germany,True
85747,"Aurobindo Unit III, India",True
85748,"Aurobindo Unit III, India",True
85750,Mylan (formerly Matrix) Nashik,False
85751,Mylan (formerly Matrix) Nashik,False
85752,"Aurobindo Unit III, India",True
85753,Mylan (formerly Matrix) Nashik,True
85754,"Aurobindo Unit III, India",True
85755,Mylan (formerly Matrix) Nashik,True
85756,"Aurobindo Unit III, India",True
85757,"Aurobindo Unit III, India",True
85758,Hetero Unit III Hyderabad IN,True
85759,Hetero Unit III Hyderabad IN,False
85760,"Aurobindo Unit III, India",True
85761,"Aurobindo Unit III, India",True
85762,"Aurobindo Unit III, India",True
85763,"Aurobindo Unit III, India",True
85764,"Aurobindo Unit III, India",True
85765,"Aurobindo Unit III, India",False
85766,"Aurobindo Unit III, India",False
85767,"Aurobindo Unit III, India",False
85810,"Aurobindo Unit III, India",False
85768,"Aurobindo Unit III, India",False
85769,"Aurobindo Unit III, India",True
85770,"Aurobindo Unit III, India",True
85771,Hetero Unit III Hyderabad IN,True
85772,"Aurobindo Unit III, India",False
85773,"Aurobindo Unit III, India",False
85774,Hetero Unit III Hyderabad IN,True
85775,Hetero Unit III Hyderabad IN,True
85776,"Cipla, Goa, India",True
85777,"Aurobindo Unit III, India",True
85778,Mylan (formerly Matrix) Nashik,False
85779,Hetero Unit III Hyderabad IN,True
85780,Hetero Unit III Hyderabad IN,True
85781,Mylan (formerly Matrix) Nashik,True
85782,"Aurobindo Unit III, India",True
85783,Hetero Unit III Hyderabad IN,True
85784,"Strides, Bangalore, India.",False
85786,"Aurobindo Unit III, India",True
85787,Hetero Unit III Hyderabad IN,True
85788,Hetero Unit III Hyderabad IN,False
85789,Mylan (formerly Matrix) Nashik,True
85790,Hetero Unit III Hyderabad IN,False
85791,"Aurobindo Unit III, India",False
85792,Mylan (formerly Matrix) Nashik,False
85795,Mylan (formerly Matrix) Nashik,True
85796,"Aurobindo Unit III, India",True
85797,"Aurobindo Unit III, India",True
85798,"Aurobindo Unit III, India",True
85799,Mylan (formerly Matrix) Nashik,False
85800,"Aurobindo Unit III, India",True
85801,"Cipla, Goa, India",True
85802,"Strides, Bangalore, India.",False
85803,"Aurobindo Unit III, India",False
85804,Mylan (formerly Matrix) Nashik,True
85805,Mylan (formerly Matrix) Nashik,True
85806,Mylan (formerly Matrix) Nashik,False
85807,Hetero Unit III Hyderabad IN,True
85808,"Strides, Bangalore, India.",True
85809,"Aurobindo Unit III, India",True
85812,Mylan (formerly Matrix) Nashik,True
85813,"Strides, Bangalore, India.",False
85814,Mylan (formerly Matrix) Nashik,False
85815,"Aurobindo Unit III, India",False
85816,"Aurobindo Unit III, India",False
85817,"Aurobindo Unit III, India",False
85819,"Aurobindo Unit III, India",False
85820,Mylan (formerly Matrix) Nashik,False
85821,Hetero Unit III Hyderabad IN,True
85822,Hetero Unit III Hyderabad IN,False
85999,"Aurobindo Unit III, India",True
85823,Mylan (formerly Matrix) Nashik,False
85824,Hetero Unit III Hyderabad IN,True
85825,"Aurobindo Unit III, India",True
85826,Mylan (formerly Matrix) Nashik,False
85827,"Aurobindo Unit III, India",False
85828,"Aurobindo Unit III, India",True
85829,"Strides, Bangalore, India.",False
85968,Hetero Unit III Hyderabad IN,True
85830,Mylan (formerly Matrix) Nashik,True
85831,Mylan (formerly Matrix) Nashik,True
85832,"Aurobindo Unit III, India",True
85833,"Aurobindo Unit III, India",True
85834,"Aurobindo Unit III, India",False
85835,Hetero Unit III Hyderabad IN,True
85836,"Strides, Bangalore, India.",True
85837,Mylan (formerly Matrix) Nashik,True
85838,"Aurobindo Unit III, India",False
85839,Mylan (formerly Matrix) Nashik,True
85840,"Strides, Bangalore, India.",True
85841,"Aurobindo Unit III, India",True
85843,Mylan (formerly Matrix) Nashik,True
85844,"Aurobindo Unit III, India",False
85845,Mylan (formerly Matrix) Nashik,False
85846,Hetero Unit III Hyderabad IN,False
85847,Mylan (formerly Matrix) Nashik,False
85848,"Aurobindo Unit VII, IN",False
86136,Mylan (formerly Matrix) Nashik,True
85849,Mylan (formerly Matrix) Nashik,False
85850,Mylan (formerly Matrix) Nashik,True
85851,"Aurobindo Unit III, India",True
85852,Mylan (formerly Matrix) Nashik,False
85853,"Aurobindo Unit VII, IN",False
85854,Mylan (formerly Matrix) Nashik,False
85855,"Aurobindo Unit III, India",True
85856,"Strides, Bangalore, India.",False
85857,ABBVIE Ludwigshafen Germany,False
85859,Mylan (formerly Matrix) Nashik,False
85861,"Strides, Bangalore, India.",False
85862,Mylan (formerly Matrix) Nashik,False
85863,Mylan (formerly Matrix) Nashik,True
85864,"Aurobindo Unit III, India",True
85865,"Alere Medical Co., Ltd.",True
85866,Macleods Daman Plant INDIA,False
85867,Mylan (formerly Matrix) Nashik,False
85868,Hetero Unit III Hyderabad IN,False
85869,"Strides, Bangalore, India.",False
85870,"Strides, Bangalore, India.",False
85871,"Aurobindo Unit III, India",False
85872,"Aurobindo Unit III, India",False
85873,"Aurobindo Unit III, India",True
85874,"Aurobindo Unit III, India",True
85875,Mylan (formerly Matrix) Nashik,True
85876,Mylan (formerly Matrix) Nashik,True
85877,"Aurobindo Unit III, India",False
85878,"Aurobindo Unit III, India",True
85879,Mylan (formerly Matrix) Nashik,False
85880,Mylan (formerly Matrix) Nashik,True
85881,Mylan (formerly Matrix) Nashik,False
85882,Hetero Unit III Hyderabad IN,True
85883,Mylan (formerly Matrix) Nashik,True
85884,"Aurobindo Unit VII, IN",False
85885,"Aurobindo Unit III, India",True
85886,"Aurobindo Unit III, India",False
85887,"Aurobindo Unit III, India",True
85888,"Aurobindo Unit III, India",True
85889,"Aurobindo Unit III, India",True
85890,Hetero Unit III Hyderabad IN,False
85891,Mylan (formerly Matrix) Nashik,False
85892,Mylan (formerly Matrix) Nashik,False
85893,Mylan (formerly Matrix) Nashik,False
85894,"Strides, Bangalore, India.",True
85895,Mylan (formerly Matrix) Nashik,True
85896,Hetero Unit III Hyderabad IN,True
85897,Hetero Unit III Hyderabad IN,False
85898,Hetero Unit III Hyderabad IN,False
85899,"Strides, Bangalore, India.",False
85900,"Aurobindo Unit III, India",False
85901,Mylan (formerly Matrix) Nashik,True
85902,Mylan (formerly Matrix) Nashik,True
85903,Hetero Unit III Hyderabad IN,False
85904,"Aurobindo Unit III, India",False
85905,Hetero Unit III Hyderabad IN,False
85906,"Strides, Bangalore, India.",False
85907,"Cipla, Kurkumbh, India",False
85908,"Cipla, Goa, India",True
85909,Hetero Unit III Hyderabad IN,False
85910,"Aurobindo Unit III, India",True
85911,Hetero Unit III Hyderabad IN,True
85912,Mylan (formerly Matrix) Nashik,True
85913,Hetero Unit III Hyderabad IN,True
85914,Hetero Unit III Hyderabad IN,True
85915,"Aurobindo Unit III, India",False
85916,Hetero Unit III Hyderabad IN,True
85917,Mylan (formerly Matrix) Nashik,True
85918,"Cipla, Kurkumbh, India",False
85919,Hetero Unit III Hyderabad IN,True
85920,"Aurobindo Unit III, India",True
85921,Hetero Unit III Hyderabad IN,False
85922,Hetero Unit III Hyderabad IN,False
85923,"Aurobindo Unit III, India",True
85924,Hetero Unit III Hyderabad IN,False
85925,"Aurobindo Unit III, India",False
85926,Mylan (formerly Matrix) Nashik,True
85927,"Aurobindo Unit III, India",True
85928,"Aurobindo Unit III, India",True
85929,"Strides, Bangalore, India.",False
85930,"Aurobindo Unit III, India",False
85931,Mylan (formerly Matrix) Nashik,False
85932,"Aurobindo Unit III, India",False
85936,"Aurobindo Unit III, India",True
85938,"Aurobindo Unit III, India",False
85939,Mylan (formerly Matrix) Nashik,False
85940,"Aurobindo Unit III, India",False
85941,Mylan (formerly Matrix) Nashik,False
85942,"Strides, Bangalore, India.",False
85943,"Aurobindo Unit III, India",False
85944,"Aurobindo Unit III, India",False
85945,Hetero Unit III Hyderabad IN,False
85947,"Aurobindo Unit VII, IN",True
85948,"Aurobindo Unit VII, IN",False
85951,"Aurobindo Unit III, India",True
85952,Hetero Unit III Hyderabad IN,False
85953,Mylan (formerly Matrix) Nashik,True
85955,"Cipla, Goa, India",False
85956,Mylan (formerly Matrix) Nashik,False
85958,"Aurobindo Unit III, India",False
85959,Hetero Unit III Hyderabad IN,False
85960,"Aurobindo Unit III, India",False
85961,Mylan (formerly Matrix) Nashik,False
85962,"Cipla, Goa, India",False
85963,"Aurobindo Unit III, India",True
85964,"Cipla, Goa, India",True
85965,Hetero Unit III Hyderabad IN,True
85966,"Cipla, Goa, India",True
85967,"Aurobindo Unit VII, IN",True
85969,"Strides, Bangalore, India.",False
85970,"Hetero, Jadcherla, unit 5, IN",False
85971,"Cipla, Goa, India",True
85972,"Aurobindo Unit III, India",True
85974,Mylan (formerly Matrix) Nashik,True
85975,"Aurobindo Unit III, India",True
85977,Hetero Unit III Hyderabad IN,False
85978,"Aurobindo Unit VII, IN",False
85979,Mylan (formerly Matrix) Nashik,False
85980,"Aurobindo Unit III, India",True
85981,"Aurobindo Unit III, India",False
85982,"Cipla, Goa, India",True
85983,Mylan (formerly Matrix) Nashik,True
85985,Hetero Unit III Hyderabad IN,True
85986,Hetero Unit III Hyderabad IN,False
85987,"Cipla, Goa, India",False
85989,Hetero Unit III Hyderabad IN,True
85990,"Aurobindo Unit III, India",True
85991,"Cipla, Goa, India",False
85992,Hetero Unit III Hyderabad IN,False
85993,Hetero Unit III Hyderabad IN,True
85994,"Cipla, Goa, India",False
85995,Hetero Unit III Hyderabad IN,False
85996,"Aurobindo Unit VII, IN",True
85997,ABBVIE Ludwigshafen Germany,True
85998,Mylan (formerly Matrix) Nashik,True
86000,Mylan (formerly Matrix) Nashik,True
86001,"Aurobindo Unit III, India",False
86003,Mylan (formerly Matrix) Nashik,True
86005,Mylan (formerly Matrix) Nashik,True
86007,Hetero Unit III Hyderabad IN,False
86008,Mylan (formerly Matrix) Nashik,False
86009,"Strides, Bangalore, India.",True
86010,ABBVIE Ludwigshafen Germany,True
86014,Hetero Unit III Hyderabad IN,True
86015,Mylan (formerly Matrix) Nashik,False
86017,Hetero Unit III Hyderabad IN,False
86018,"Strides, Bangalore, India.",True
86019,"Aurobindo Unit III, India",True
86020,ABBVIE Ludwigshafen Germany,False
86021,Hetero Unit III Hyderabad IN,True
86022,"Aurobindo Unit III, India",True
86023,"Aurobindo Unit III, India",True
86024,"Cipla, Goa, India",False
86025,ABBVIE Ludwigshafen Germany,True
86027,Mylan (formerly Matrix) Nashik,False
86028,"Aurobindo Unit III, India",True
86029,"Cipla, Goa, India",True
86030,"Strides, Bangalore, India.",False
86031,"Aurobindo Unit III, India",False
86032,Mylan (formerly Matrix) Nashik,False
86033,"Aurobindo Unit III, India",False
86034,"Aurobindo Unit III, India",True
86040,"Aurobindo Unit III, India",True
86041,"Aurobindo Unit III, India",True
86042,"Aurobindo Unit III, India",False
86043,Mylan (formerly Matrix) Nashik,True
86044,"Aurobindo Unit III, India",False
86045,"Cipla, Kurkumbh, India",True
86046,"Cipla, Kurkumbh, India",False
86047,"Cipla, Kurkumbh, India",False
86048,"Cipla, Goa, India",False
86049,Mylan (formerly Matrix) Nashik,True
86050,"Aurobindo Unit III, India",True
86051,"Micro labs, Verna, Goa, India",False
86052,Hetero Unit III Hyderabad IN,False
86054,"Aurobindo Unit III, India",False
86056,"Aurobindo Unit III, India",False
86058,"Aurobindo Unit III, India",True
86059,"Aurobindo Unit III, India",True
86060,"Aurobindo Unit III, India",False
86061,Mylan (formerly Matrix) Nashik,False
86062,Mylan (formerly Matrix) Nashik,False
86081,"Cipla, Goa, India",True
86063,"Aurobindo Unit III, India",False
86064,Premier Med. Corp Ltd. India,True
86065,"Micro labs, Verna, Goa, India",False
86066,Hetero Unit III Hyderabad IN,True
86067,"Aurobindo Unit III, India",True
86068,Mylan (formerly Matrix) Nashik,True
86069,"Cipla, Goa, India",True
86070,"Aurobindo Unit III, India",False
86071,"Aurobindo Unit III, India",False
86072,"Strides, Bangalore, India.",False
86073,Mylan (formerly Matrix) Nashik,True
86074,Hetero Unit III Hyderabad IN,True
86075,"Strides, Bangalore, India.",True
86076,"Micro labs, Verna, Goa, India",True
86077,"Aurobindo Unit III, India",False
86078,"Cipla, Kurkumbh, India",True
86082,Mylan (formerly Matrix) Nashik,True
86083,Hetero Unit III Hyderabad IN,False
86084,Hetero Unit III Hyderabad IN,True
86086,Mylan (formerly Matrix) Nashik,True
86089,Hetero Unit III Hyderabad IN,False
86090,"Cipla, Goa, India",False
86093,ABBVIE Ludwigshafen Germany,True
86094,Mylan (formerly Matrix) Nashik,True
86095,"Aurobindo Unit VII, IN",True
86096,"Aurobindo Unit III, India",False
86097,Hetero Unit III Hyderabad IN,True
86102,"Aurobindo Unit III, India",True
86103,Mylan (formerly Matrix) Nashik,True
86104,ABBVIE Ludwigshafen Germany,False
86106,"Cipla, Goa, India",False
86131,"Aurobindo Unit III, India",True
86107,Mylan (formerly Matrix) Nashik,False
86137,"Aurobindo Unit III, India",False
86108,Hetero Unit III Hyderabad IN,False
86110,Hetero Unit III Hyderabad IN,False
86111,Mylan (formerly Matrix) Nashik,True
86112,"Cipla, Patalganga, India",True
86113,Mylan (formerly Matrix) Nashik,True
86114,Mylan (formerly Matrix) Nashik,False
86115,"Aurobindo Unit III, India",False
86116,"Cipla, Goa, India",False
86117,"Strides, Bangalore, India.",False
86118,"Strides, Bangalore, India.",False
86119,"Aurobindo Unit III, India",False
86120,Hetero Unit III Hyderabad IN,False
86121,"Aurobindo Unit III, India",False
86129,Hetero Unit III Hyderabad IN,True
86130,"Micro labs, Verna, Goa, India",False
86133,"Strides, Bangalore, India.",True
86134,"Cipla, Goa, India",True
86135,"Aurobindo Unit III, India",False
86139,Mylan (formerly Matrix) Nashik,False
86140,Mylan (formerly Matrix) Nashik,True
86141,Hetero Unit III Hyderabad IN,True
86142,Hetero Unit III Hyderabad IN,False
86143,"Micro labs, Verna, Goa, India",True
86144,Mylan (formerly Matrix) Nashik,False
86147,"Micro labs, Verna, Goa, India",False
86148,"Strides, Bangalore, India.",True
86151,Hetero Unit III Hyderabad IN,False
