id,product_group,sub_classification,vendor,molecule_test_type,brand,dosage,dosage_form,unit_of_measure_per_pack
85536,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
85539,ARV,Adult,SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30
85541,ARV,Adult,SCMS from RDC,Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30
85542,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85547,ARV,Adult,SCMS from RDC,Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30
85551,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
85554,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85555,ARV,Adult,SCMS from RDC,Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30
85556,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,200mg,Capsule,90
85557,ARV,Adult,SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30
85558,ARV,Adult,SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30
85559,ARV,Pediatric,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60
85560,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
85561,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85562,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60
85564,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
85565,ARV,Adult,SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30
85566,ARV,Pediatric,SCMS from RDC,Lamivudine/Zidovudine,Generic,30/60mg,Chewable/dispersible tablet - FDC,60
85567,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30
85569,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30
85570,ARV,Adult,SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30
85572,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30
86138,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
85573,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120
85574,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85575,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85577,ARV,Adult,SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30
85578,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,200mg,Tablet,90
85579,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120
85580,ARV,Pediatric,SCMS from RDC,Abacavir,Generic,20mg/ml,Oral solution,240
85584,ARV,Pediatric,SCMS from RDC,Lamivudine/Zidovudine,Generic,30/60mg,Chewable/dispersible tablet - FDC,60
85585,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30
85586,ARV,Adult,SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30
85587,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
85589,ARV,Adult,SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30
85590,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30
85591,ARV,Pediatric,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60
85592,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85593,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30
85594,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85638,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
85595,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85596,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85599,ARV,Adult,SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30
85600,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85601,ARV,Pediatric,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60
85602,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85603,ARV,Pediatric,SCMS from RDC,Abacavir/Lamivudine,Generic,60/30mg,Chewable/dispersible tablet - FDC,60
85626,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
85627,ARV,Adult,SCMS from RDC,Saquinavir,Invirase,200mg,Capsule,270
85628,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30
85629,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85630,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30
85631,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60
85632,ARV,Pediatric,SCMS from RDC,Lamivudine,Generic,10mg/ml,Oral solution,240
85633,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
85634,ARV,Pediatric,SCMS from RDC,Stavudine,Generic,1mg/ml,Oral solution,200
85635,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,200mg,Capsule,90
85636,ARV,Pediatric,SCMS from RDC,Zidovudine,Generic,100mg,Capsule,100
85639,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
85640,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85641,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85642,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
85643,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85644,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
85645,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60
85646,ARV,Pediatric,SCMS from RDC,Lamivudine,Generic,10mg/ml,Oral solution,240
85647,ARV,Pediatric,SCMS from RDC,Stavudine,Generic,1mg/ml,Oral solution,200
85648,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60
85649,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85650,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85651,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
85652,ARV,Adult,SCMS from RDC,Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30
85653,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
85670,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85654,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
85655,ARV,Pediatric,SCMS from RDC,Zidovudine,Generic,10mg/ml,Oral solution,240
85656,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85657,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60
85658,ARV,Adult,SCMS from RDC,Indinavir,Crixivan,400mg,Capsule,180
85659,ARV,Pediatric,SCMS from RDC,Lamivudine,Generic,10mg/ml,Oral solution,240
85660,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,50mg,Capsule,30
85661,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30
85662,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
85663,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85664,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85665,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85666,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85667,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30
85668,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
85669,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30
85671,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
85672,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85673,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85674,ARV,Pediatric,SCMS from RDC,Abacavir,Generic,20mg/ml,Oral solution,240
85675,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,200mg,Capsule,90
85749,ARV,Adult,SCMS from RDC,Abacavir,Generic,300mg,Tablet,60
85676,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30
85677,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85678,ARV,Pediatric,SCMS from RDC,Abacavir,Generic,20mg/ml,Oral solution,240
85679,ARV,Pediatric,SCMS from RDC,Didanosine,Generic,200mg,Chewable/dispersible tablet,60
85680,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
85681,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
85682,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85683,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30
85684,ARV,Adult,SCMS from RDC,Stavudine,Generic,30mg,Capsule,60
85685,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60
85686,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,200mg,Capsule,90
85703,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
85687,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine+Efavirenz,Generic,150/300mg+600mg,Tablet - FDC + co-blister,90
85688,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30
85689,ARV,Adult,SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30
85690,ARV,Adult,SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30
85691,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
85692,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
85693,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
85694,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85695,ARV,Pediatric,SCMS from RDC,Lamivudine,Generic,10mg/ml,Oral solution,240
85696,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85697,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85698,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85699,ARV,Adult,SCMS from RDC,Abacavir,Generic,300mg,Tablet,60
85700,ARV,Adult,SCMS from RDC,Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30
85702,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
85704,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
85705,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60
85706,ARV,Pediatric,SCMS from RDC,Abacavir,Generic,20mg/ml,Oral solution,240
85707,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60
85708,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85709,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85710,ARV,Adult,SCMS from RDC,Stavudine,Generic,30mg,Capsule,60
85711,ARV,Adult,SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30
85712,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85713,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
85714,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
85715,ARV,Pediatric,SCMS from RDC,Abacavir,Generic,20mg/ml,Oral solution,240
85716,ARV,Adult,SCMS from RDC,Abacavir,Generic,300mg,Tablet,60
85717,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,50mg,Capsule,30
85718,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85719,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60
85720,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
85721,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85722,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60
85723,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
85724,ARV,Adult,SCMS from RDC,Stavudine,Generic,20mg,Capsule,60
85725,ARV,Pediatric,SCMS from RDC,Nevirapine,Generic,10mg/ml,Oral suspension,240
85726,ARV,Adult,SCMS from RDC,Stavudine,Generic,30mg,Capsule,60
85727,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30
85728,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
85729,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30
85730,ARV,Pediatric,SCMS from RDC,Lamivudine,Generic,10mg/ml,Oral solution,240
86254,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60
85731,ARV,Adult,SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30
85732,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85733,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60
85734,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60
85735,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30
85736,ARV,Pediatric,SCMS from RDC,Didanosine,Generic,100mg,Chewable/dispersible tablet,60
85737,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
85738,ARV,Adult,SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30
85739,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30
85740,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85741,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85742,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85743,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60
85744,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85745,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30
85746,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120
85747,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60
85748,ARV,Pediatric,SCMS from RDC,Zidovudine,Generic,10mg/ml,Oral solution,240
85750,ARV,Adult,SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30
85751,ARV,Adult,SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30
85752,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
85753,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30
85754,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85755,ARV,Pediatric,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60
85756,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
85757,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
85758,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
85759,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85760,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60
85761,ARV,Pediatric,SCMS from RDC,Nevirapine,Generic,10mg/ml,Oral suspension,240
85762,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
85763,ARV,Pediatric,SCMS from RDC,Nevirapine,Generic,10mg/ml,Oral suspension,240
85764,ARV,Pediatric,SCMS from RDC,Nevirapine,Generic,10mg/ml,Oral suspension,240
85765,ARV,Pediatric,SCMS from RDC,Abacavir,Generic,20mg/ml,Oral solution,240
85766,ARV,Pediatric,SCMS from RDC,Lamivudine,Generic,10mg/ml,Oral solution,240
85767,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60
85810,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,50mg,Capsule,30
85768,ARV,Pediatric,SCMS from RDC,Nevirapine,Generic,10mg/ml,Oral suspension,240
85769,ARV,Adult,SCMS from RDC,Stavudine,Generic,15mg,Capsule,60
85770,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
85771,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
85772,ARV,Adult,SCMS from RDC,Stavudine,Generic,30mg,Capsule,60
85773,ARV,Pediatric,SCMS from RDC,Zidovudine,Generic,100mg,Capsule,100
85774,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
85775,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60
85776,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
85777,ARV,Pediatric,SCMS from RDC,Nevirapine,Generic,10mg/ml,Oral suspension,240
85778,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30
85779,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85780,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60
85781,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30
85782,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
85783,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60
85784,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
85786,ARV,Adult,SCMS from RDC,Stavudine,Generic,30mg,Capsule,60
85787,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60
85788,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60
85789,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30
85790,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85791,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,200mg,Capsule,90
85792,ARV,Pediatric,SCMS from RDC,Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60
85795,ARV,Adult,SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30
85796,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60
85797,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30
85798,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
85799,ARV,Adult,SCMS from RDC,Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30
85800,ARV,Pediatric,SCMS from RDC,Nevirapine,Generic,10mg/ml,Oral suspension,240
85801,ARV,Pediatric,SCMS from RDC,Abacavir,Generic,20mg/ml,Oral solution,240
85802,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60
85803,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30
85804,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85805,ARV,Adult,SCMS from RDC,Abacavir,Generic,300mg,Tablet,60
85806,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85807,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60
85808,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85809,ARV,Pediatric,SCMS from RDC,Nevirapine,Generic,10mg/ml,Oral suspension,240
85812,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85813,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85814,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85815,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120
85816,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
85817,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
85819,ARV,Pediatric,SCMS from RDC,Lamivudine,Generic,10mg/ml,Oral solution,240
85820,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30
85821,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60
85822,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60
85999,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85823,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30
85824,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60
85825,ARV,Pediatric,SCMS from RDC,Didanosine,Generic,200mg,Delayed-release capsules,30
85826,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85827,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,50mg,Capsule,30
85828,ARV,Pediatric,SCMS from RDC,Nevirapine,Generic,10mg/ml,Oral suspension,240
85829,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85968,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
85830,ARV,Adult,SCMS from RDC,Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30
85831,ARV,Adult,SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30
85832,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
85833,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85834,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60
85835,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60
85836,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85837,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30
85838,ARV,Pediatric,SCMS from RDC,Nevirapine,Generic,10mg/ml,Oral suspension,240
85839,ARV,Pediatric,SCMS from RDC,Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60
85840,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
85841,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,200mg,Capsule,90
85843,ARV,Pediatric,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60
85844,ARV,Pediatric,SCMS from RDC,Nevirapine,Generic,10mg/ml,Oral suspension,240
85845,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
85846,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60
